date,product_name,units_sold,day_of_week,region,product_category
2025-04-17,Decorative Wreath,108,Thursday,South,Home Decor
2025-04-17,Perfume Bottles,93,Thursday,South,Gifting
2025-04-17,Deodorant (Dio),103,Thursday,North,Personal Care
2025-04-17,Sunscreen,56,Thursday,West,Personal Care
2025-04-18,Mithai Box,85,Friday,Central,Sweets
2025-04-18,Traditional Dhoti,106,Friday,South,Clothing
2025-04-18,Ganesh Idol,67,Friday,West,Festival Utility
2025-04-19,Rangoli Colors,110,Saturday,Central,Festival Utility
2025-04-19,Dry Fruits,61,Saturday,East,Gifting
2025-04-20,Holi Colors,74,Sunday,West,Festival Utility
2025-04-20,Raincoat,131,Sunday,North,Rain Gear
2025-04-20,Diyas (Clay Lamps),134,Sunday,South,Home Decor
2025-04-20,Traditional Dhoti,80,Sunday,East,Clothing
2025-04-21,Dry Fruits Box,85,Monday,West,Gifting
2025-04-22,Odomos (mosquito repellent),128,Tuesday,West,Personal Care
2025-04-22,Diyas (Clay Lamps),117,Tuesday,South,Home Decor
2025-04-22,Blanket,84,Tuesday,Central,Home Utility
2025-04-23,Cold Drink,117,Wednesday,West,Beverage
2025-04-23,Electric Lights,107,Wednesday,South,Home Decor
2025-04-23,Water Bottle,89,Wednesday,Central,Kitchen Utility
2025-04-24,Personal Care Kit,109,Thursday,East,Gifting
2025-04-24,Flower Garland,98,Thursday,Central,Festival Utility
2025-04-25,Hot Water Bag,90,Friday,Central,Healthcare
2025-04-25,Holi Colors,29,Friday,East,Festival Utility
2025-04-26,Sweater,108,Saturday,Central,Clothing
2025-04-26,Holi Colors,67,Saturday,Central,Festival Utility
2025-04-27,LED String Lights,143,Sunday,West,Home Decor
2025-04-28,Holi Colors,79,Monday,North,Festival Utility
2025-04-28,Santa Hat,97,Monday,Central,Apparel
2025-04-28,Waterproof Boots,53,Monday,North,Footwear
2025-04-29,Sugarcane Stick,105,Tuesday,West,Food/Festival
2025-04-30,Lip Balm,158,Wednesday,South,Personal Care
2025-04-30,Raincoat,67,Wednesday,North,Rain Gear
2025-05-01,Sugarcane Stick,138,Thursday,South,Food/Festival
2025-05-01,Sweater,70,Thursday,North,Clothing
2025-05-01,Sunscreen,103,Thursday,East,Personal Care
2025-05-01,Umbrella,106,Thursday,West,Rain Gear
2025-05-01,Santa Hat,85,Thursday,North,Apparel
2025-05-01,Sewaiya Packets,72,Thursday,Central,Sweets
2025-05-02,Agarbatti (Incense),71,Friday,South,Spiritual Item
2025-05-02,Body Oil,102,Friday,Central,Personal Care
2025-05-02,LED String Lights,80,Friday,Central,Home Decor
2025-05-02,Perfume Bottles,59,Friday,South,Gifting
2025-05-02,Chocolate Box,102,Friday,East,Gifting/Sweets
2025-05-02,Sewaiya Packets,126,Friday,East,Sweets
2025-05-03,Waterproof Boots,82,Saturday,East,Footwear
2025-05-03,Dry Fruits,71,Saturday,North,Gifting
2025-05-03,Deodorant (Dio),95,Saturday,South,Personal Care
2025-05-03,Rakhi Thread,106,Saturday,Central,Festival Utility
2025-05-03,Diyas (Clay Lamps),29,Saturday,Central,Home Decor
2025-05-05,Sewaiya Packets,102,Monday,South,Sweets
2025-05-05,Onam Sadya Kit,121,Monday,North,Food Combo
2025-05-05,Pongal Sweet Pack,83,Monday,North,Sweets
2025-05-05,Chocolate Box,125,Monday,West,Gifting/Sweets
2025-05-06,Water Bottle,144,Tuesday,North,Kitchen Utility
2025-05-08,White Clothing,135,Thursday,South,Clothing
2025-05-09,Mithai Box,93,Friday,Central,Sweets
2025-05-09,Holi Colors,56,Friday,South,Festival Utility
2025-05-09,Banana Chips Pack,81,Friday,Central,Snack
2025-05-09,Dry Fruits Box,129,Friday,Central,Gifting
2025-05-10,White Clothing,99,Saturday,South,Clothing
2025-05-10,Gift Wrapping Paper,84,Saturday,East,Festival Utility
2025-05-11,Water Bottle,114,Sunday,Central,Kitchen Utility
2025-05-11,Sweet Box,115,Sunday,East,Sweets
2025-05-11,Santa Hat,91,Sunday,North,Apparel
2025-05-12,Water Bottle,141,Monday,South,Kitchen Utility
2025-05-12,Onam Sadya Kit,82,Monday,Central,Food Combo
2025-05-12,Holi Colors,73,Monday,North,Festival Utility
2025-05-12,Fruit Cake,123,Monday,West,Food
2025-05-13,Chocolate Box,93,Tuesday,North,Gifting/Sweets
2025-05-13,Onam Sadya Kit,138,Tuesday,North,Food Combo
2025-05-13,Mithai Box,110,Tuesday,East,Sweets
2025-05-14,Brass Pot,106,Wednesday,East,Festival Utility
2025-05-15,Chocolate Gift Boxes,141,Thursday,North,Gifting
2025-05-15,Fan,114,Thursday,South,Home Appliance
2025-05-16,Modak Box,110,Friday,South,Sweets
2025-05-17,Dry Fruits,79,Saturday,West,Gifting
2025-05-17,Fruit Cake,81,Saturday,East,Food
2025-05-17,Chocolate Box,153,Saturday,South,Gifting/Sweets
2025-05-17,Deodorant (Dio),108,Saturday,East,Personal Care
2025-05-17,Santa Hat,144,Saturday,North,Apparel
2025-05-18,Chocolate Box,76,Sunday,West,Gifting/Sweets
2025-05-19,Body Oil,77,Monday,North,Personal Care
2025-05-19,White Kurtas,62,Monday,South,Clothing
2025-05-19,Modak Box,78,Monday,Central,Sweets
2025-05-19,Body Oil,76,Monday,South,Personal Care
2025-05-19,Umbrella,92,Monday,Central,Rain Gear
2025-05-20,Flower Garland,107,Tuesday,East,Festival Utility
2025-05-20,Personal Care Kit,168,Tuesday,Central,Gifting
2025-05-20,Onam Sadya Kit,78,Tuesday,South,Food Combo
2025-05-20,Chocolate Box,153,Tuesday,West,Gifting/Sweets
2025-05-20,Sugarcane Stick,58,Tuesday,South,Food/Festival
2025-05-20,Fan,111,Tuesday,North,Home Appliance
2025-05-21,Diyas (Clay Lamps),59,Wednesday,East,Home Decor
2025-05-22,Sweater,49,Thursday,East,Clothing
2025-05-22,Dry Fruits,35,Thursday,East,Gifting
2025-05-23,Dry Fruits Box,28,Friday,South,Gifting
2025-05-23,Mithai Box,131,Friday,North,Sweets
2025-05-23,Air Conditioner (AC),115,Friday,Central,Home Appliance
2025-05-23,Mithai Box,136,Friday,South,Sweets
2025-05-23,Rangoli Colors,128,Friday,Central,Festival Utility
2025-05-24,Dry Fruits,96,Saturday,West,Gifting
2025-05-24,Deodorant (Dio),72,Saturday,West,Personal Care
2025-05-25,Blanket,97,Sunday,Central,Home Utility
2025-05-25,Water Gun (Pichkari),63,Sunday,North,Toys/Festival
2025-05-25,Sweater,100,Sunday,East,Clothing
2025-05-26,Blanket,85,Monday,North,Home Utility
2025-05-28,White Clothing,97,Wednesday,South,Clothing
2025-05-29,Thermals,115,Thursday,Central,Clothing
2025-05-29,Perfume Bottles,103,Thursday,East,Gifting
2025-05-30,Hot Water Bag,151,Friday,North,Healthcare
2025-05-30,Cold Drink,93,Friday,East,Beverage
2025-05-31,Holi Colors,137,Saturday,South,Festival Utility
2025-05-31,Body Oil,77,Saturday,East,Personal Care
2025-05-31,Scarf,80,Saturday,Central,Clothing
2025-06-01,Mosquito Net,91,Sunday,Central,Home Utility
2025-06-01,Dry Fruits Box,100,Sunday,South,Gifting
2025-06-01,Kurta Pajama Set,90,Sunday,Central,Clothing
2025-06-02,Odomos (mosquito repellent),130,Monday,West,Personal Care
2025-06-02,Fan,106,Monday,East,Home Appliance
2025-06-03,Umbrella,146,Tuesday,Central,Rain Gear
2025-06-03,LED String Lights,66,Tuesday,North,Home Decor
2025-06-03,Sunscreen,89,Tuesday,North,Personal Care
2025-06-03,Water Gun (Pichkari),10,Tuesday,West,Toys/Festival
2025-06-04,LED String Lights,144,Wednesday,South,Home Decor
2025-06-04,Gift Box,127,Wednesday,North,Gifting
2025-06-04,Diyas (Clay Lamps),114,Wednesday,East,Home Decor
2025-06-05,Personal Care Kit,83,Thursday,Central,Gifting
2025-06-05,LED String Lights,90,Thursday,South,Home Decor
2025-06-05,Kurta Pajama Set,101,Thursday,West,Clothing
2025-06-05,Gift Box,130,Thursday,North,Gifting
2025-06-06,Rakhi Thread,96,Friday,North,Festival Utility
2025-06-06,Rakhi Thread,117,Friday,Central,Festival Utility
2025-06-07,Raincoat,114,Saturday,West,Rain Gear
2025-06-07,Sewaiya Packets,127,Saturday,South,Sweets
2025-06-07,Kurta Pajama Set,129,Saturday,Central,Clothing
2025-06-07,Sewaiya Packets,71,Saturday,Central,Sweets
2025-06-07,Pongal Sweet Pack,70,Saturday,Central,Sweets
2025-06-08,White Kurtas,75,Sunday,East,Clothing
2025-06-08,Traditional Dhoti,101,Sunday,North,Clothing
2025-06-08,Thermals,101,Sunday,Central,Clothing
2025-06-08,Ganesh Idol,95,Sunday,West,Festival Utility
2025-06-09,Diyas (Clay Lamps),90,Monday,Central,Home Decor
2025-06-09,Holi Colors,118,Monday,North,Festival Utility
2025-06-10,Dry Fruits,66,Tuesday,Central,Gifting
2025-06-10,Cold Drink,84,Tuesday,North,Beverage
2025-06-10,Modak Box,40,Tuesday,North,Sweets
2025-06-10,Odomos (mosquito repellent),79,Tuesday,North,Personal Care
2025-06-11,Hot Water Bag,90,Wednesday,West,Healthcare
2025-06-11,LED String Lights,152,Wednesday,North,Home Decor
2025-06-11,Flower Garland,101,Wednesday,Central,Festival Utility
2025-06-11,Ganesh Idol,48,Wednesday,West,Festival Utility
2025-06-12,Sugarcane Stick,104,Thursday,North,Food/Festival
2025-06-12,Waterproof Boots,69,Thursday,North,Footwear
2025-06-13,Sugarcane Stick,134,Friday,West,Food/Festival
2025-06-13,Hot Water Bag,103,Friday,East,Healthcare
2025-06-14,Odomos (mosquito repellent),48,Saturday,South,Personal Care
2025-06-14,Rakhi Thread,83,Saturday,West,Festival Utility
2025-06-15,LED String Lights,116,Sunday,East,Home Decor
2025-06-15,Agarbatti (Incense),79,Sunday,South,Spiritual Item
2025-06-15,Personal Care Kit,55,Sunday,North,Gifting
2025-06-15,Waterproof Boots,105,Sunday,East,Footwear
2025-06-15,Dry Fruits,126,Sunday,East,Gifting
2025-06-16,Waterproof Boots,44,Monday,Central,Footwear
2025-06-16,Rangoli Colors,132,Monday,North,Festival Utility
2025-06-16,Flower Garland,90,Monday,West,Festival Utility
2025-06-16,Flower Garland,147,Monday,West,Festival Utility
2025-06-17,Perfume Bottles,117,Tuesday,North,Gifting
2025-06-17,Flower Garland,49,Tuesday,North,Festival Utility
2025-06-17,Lip Balm,99,Tuesday,West,Personal Care
2025-06-18,LED String Lights,65,Wednesday,South,Home Decor
2025-06-19,Sweet Box,80,Thursday,North,Sweets
2025-06-19,Cold Drink,142,Thursday,West,Beverage
2025-06-19,Scarf,84,Thursday,North,Clothing
2025-06-19,Sugarcane Stick,96,Thursday,South,Food/Festival
2025-06-19,White Clothing,49,Thursday,Central,Clothing
2025-06-19,Santa Hat,99,Thursday,Central,Apparel
2025-06-20,Fan,84,Friday,Central,Home Appliance
2025-06-20,Odomos (mosquito repellent),84,Friday,South,Personal Care
2025-06-20,Diyas (Clay Lamps),132,Friday,North,Home Decor
2025-06-20,Fruit Cake,90,Friday,North,Food
2025-06-20,Thermals,68,Friday,Central,Clothing
2025-06-21,Rakhi Thread,145,Saturday,East,Festival Utility
2025-06-22,Rakhi Thread,181,Sunday,West,Festival Utility
2025-06-23,Rakhi Thread,95,Monday,South,Festival Utility
2025-06-23,Raincoat,96,Monday,West,Rain Gear
2025-06-23,Dry Fruits,73,Monday,South,Gifting
2025-06-24,Air Conditioner (AC),74,Tuesday,North,Home Appliance
2025-06-24,Agarbatti (Incense),100,Tuesday,East,Spiritual Item
2025-06-25,Gift Boxes,155,Wednesday,North,Gifting
2025-06-25,Deodorant (Dio),146,Wednesday,North,Personal Care
2025-06-25,Electric Lights,93,Wednesday,East,Home Decor
2025-06-25,Onam Sadya Kit,88,Wednesday,Central,Food Combo
2025-06-26,Traditional Dhoti,85,Thursday,West,Clothing
2025-06-27,Raincoat,95,Friday,North,Rain Gear
2025-06-27,Sweet Box,106,Friday,North,Sweets
2025-06-27,White Clothing,55,Friday,North,Clothing
2025-06-28,Ganesh Idol,160,Saturday,East,Festival Utility
2025-06-28,Scarf,68,Saturday,South,Clothing
2025-06-28,Deodorant (Dio),74,Saturday,East,Personal Care
2025-06-28,Banana Chips Pack,168,Saturday,South,Snack
2025-06-28,Gift Box,112,Saturday,North,Gifting
2025-06-28,Sugarcane Stick,100,Saturday,Central,Food/Festival
2025-06-29,Ganesh Idol,117,Sunday,West,Festival Utility
2025-06-30,Cold Drink,99,Monday,Central,Beverage
2025-06-30,Sunscreen,103,Monday,East,Personal Care
2025-06-30,Air Conditioner (AC),82,Monday,West,Home Appliance
2025-06-30,Gift Wrapping Paper,120,Monday,West,Festival Utility
2025-06-30,Holi Colors,96,Monday,Central,Festival Utility
2025-06-30,Holi Colors,145,Monday,West,Festival Utility
